restaurant,comment
Green China Grill,Good fresh noodles. If you are looking for the beef noodle soup this is not the traditional beef stew you had before. Very little meat. Very thin slices... Staff is slow. The noodle itself is pretty good though.
Green China Grill,"I give one because there is no zero choice. It's the worst service ever! 1st, they missed our dishes, our three toddlers waited more than 30 minutes for nothing!!!2nd, our chao mian is COLD! 3 rd,..."
Green China Grill,"Very disappointed, my first time here was pretty good, but my second try, TERRIBLE. We waited forever for the noodle to come, and everything was sooooo sweet. The beef fried noodle was sweet, wtf, its sweet. 甜死老子了, 酸辣土豆絲拿糖拌的吧, 這牛肉炒麵跟吃lady m似的 蘭州拉麵 the soup noodle is edible, i give a three for that. So if u come here dont order anything but the soup noodle"
Green China Grill,This restaurant servers have very bad attitude to everyone no matter it's customers or delivery company. They are NO RESPECT to other people!! We will never go there again
Green China Grill,Menu is very simple but food is quite pricey. Doesn't take credit card unless you spent more than $20. Will force you to buy more stuff if you don't have enough cash and have to use credit card.
Green China Grill,"This is a great little place and worth checking out if you are in the Convoy area.  There is usually not a very long wait, but that does not mean the food and service is not good.  Great hand pulled noodle dishes.  I love the grilled chicken skewers."
Green China Grill,"I decided to try this place out because they make fresh noodles. I am impressed with the noodles, but that's the only thing that's good. The soup barely has any flavors and the squid kabob was too powdery."
Green China Grill,Very tasty homemade noodles.  Had their signature beef noodle soup (hand pulled) which was very chewy and delicious.  Their cut noodles were very good too.  Everything was very fresh tasting.  One drawback was too much MSG in the broth.  All of us felt it.  I would go back.
Green China Grill,We like this place very much!! The noodles here are genuine genuine genuine northwestern China style !! Beef in the noodles are so tender and tasty!! Broth is also savory . It 's like we were sitting in a restaurant in China again. We will come back pretty soon I think. Hope the food here stays as good as our first visit.
Green China Grill,"Before coming here, I heard lots about their handmade chewy noodle. We order pickle beef noodle, sirloin beef noodle and a 3-item appetizer. I was shocked when our noodle arrived. Only ""2"" paper thin sliced beef in my pickle noodle. My wife's is just a little better than mine, 4 paper thin beef. Its way overprice for such quality. I cannt believe it costed 9.99 each. Both us felt we were robbed.About the appetizer, we had cucumber, black fungus, and seaweed. All 3 items are tasty. Overall, I wont recommand anyone here unless you are interested in only appetizers."
Green China Grill,"At first when I saw the reviews I was wondering why this place had 3 stars, but now I understand. The service is okay. When we went, there are only two waiters for the place and I honestly think there should be one more added. They were doing the best they could and I could tell those two were struggling to keep up with the lunch rush. The kitchen is probably where I think the restaurant has its faults. It's really cool that they have a window for the noodle person to do her thing and have customers look, but that's the only positive thing I can say about it. This is just speculation, but there were a couple of items sent back to the kitchen because of a wrong order, and some items not even sent to the table because they weren't made (one person had food, the other two were waiting for a while as I can see frustration in the father's face). It also took our food a while to come out which doesn't make much sense to me. The noodles should be quick to cook since they are freshly made, and you just add the broth that is already made during prep. It took around 15 minutes for two bowls of noodles to come out. I can only assume that it took that long because there weren't enough noodles made in time. The food was eh. The noodles are pretty good. Nice chew, nice texture and size. The broth for the braised beef noodle soup is too salty in my opinion (and I like salty things). The broth for the beef sirloin noodle soup tasted better in my opinion. The meat was lacking. Too many tendon pieces in replacement of the actual tender beef. The sirloin beef amount is laughable. I honestly think the noodles are the saving grace of this place, but there are a bunch of things that need fixing or else this place is going to end up with no customers. It also helps if you speak Mandarin. Not necessary, just helps."
Green China Grill,I believe they just opened and it shows. A wait with a list but people aren't using it and seating themselves.  It's 6 and only 2 items on the menu available both noodle dishes and kitchen can't even handle it    It's over 30 minutes and other people behind us getting food so they blew that too. Sirloin noodle isn't sirloin  and broth is watery with no flavor and beef tough.   I hope they can get their act together because at this level of service and food they won't last long.
Green China Grill,Handmade noodle is great! The great noodle restaurant! Strongly recommended!
Green China Grill,"When I arrived, the waitress immediately said that all the stuff on the menu was unavailable except for less than 5 items on the back page.She also didn't switch to English after she realized that I couldn't understand her."
Green China Grill,"The restaurant's food is very delicious, particularly authentic, the attitude is also very good. I'll be back soon"
Green China Grill,"We ordered the beef cumin noodles, braised beef noodle soup and a side of corn.   All the food was delicious although if I had to complain about something it would be the small portions of meat in the dishes.  The restaurant itself is very clean and it is very neat how you can actually watch them make the noodles by hand.  My biggest complaint would probably be the very limited menu options, although it is better to make a few things very good than a lot of things poorly."
Green China Grill,"My first impression was similar to Ceci Z.'s. I was confused as to which restaurant I was walking into, because I thought that the menu pictures on the outside depicted what they actually served. However, when I got the menu (the helper just handed me a menu without explaining what was available for what time of day), I was ready to order the schashlik skewers...until my waitress told me that it is a dinner item. Too bad. Ok, so I ordered the vegetable noodle dish. I could not believe I basically only had about 6 choices to choose from! And because I was paying with a debit card, I had to spend at least a hefty $20 for just myself. Geez! I had already ordered the noodles and jasmine tea. Now, I had to order additional items to get my bill up to over $20 buckaroos; like 3 items from the appetizer bar and I threw a beer in there. I just wanted to have a small lunch. The noodles were very tasty and there was more than enough...so I could not stomach all of the tasty appetizers. I have an adventurous tastebud.So, to sum a couple of things up:The pros: the food was good, and I felt that the staff was nervous, but friendly. Also, the design was quite nice and the loo was clean and nicely decorated. I also loved the fact that I had the choice of pouring my beer into a nicely chilled mug, which is not quite common :-). The cons: this is the 21st century. People pay very often with debit cards for items of all kinds for as low as $3.00. Having to spend $20 on very skinny menu items was difficult to achieve without feeling like I was breaking the stomach bank. I'd expect that kind of a price for one person in a nicer-looking restaurant with a somewhat more upscale-ish menu. I'll stick with Dduriba. There, you get more for your money!I'm 37 and appreciate that some people think I look younger than my age.That's nice, really. But 3 minutes after ordering a beer and waiting for my drink to come, the nervous waitress skipped up to me and said, ""Oh, you look....very young! Can I see your I.D.? (nervous laughter)""  Well, that's ok, but 21 is the drinking age in America and no 21 year old...or even a 37 year old normally comes off as very old, don't you think? I didn't say that to her, but hmmm....I'm probably just nitpicking. Anyways, food is good, but I understand that they just started 4 months ago, as I overheard?"
Green China Grill,I love fresh homemade pulled noodles!! What a lucky find. Glad we came. Great service all around. Decent prices and delicious noodle dishes. They just opened a few months back and are working on refining their menu and adding more items. Will definitely be back.
Green China Grill,"We went to Lam Zhou in NYC Chinatown so we thought this is gonna be as good. Nope... Right now, they only serve sirloin noodles and brisket noodles. I agree with the other yelpers saying you can taste the MSG. The broth killed it for me. Service is not super good either. Too bad... My boyfriend and I were excited when we learned about this restaurant."
Green China Grill,"I came here opening day and ordered the noodle soup with braised beef.  Tongue burning salty is how I can describe the dish.  Three weeks later, tried it again, tongue numbingly salty.  Soo much msg.  The cashier asked me the first time, how was it, I told her, very very very salty.  I guess they fixed it to only very very salty. Also, they did not have everything available on their menu.  Common, its 3 weeks in now.  The broth is tasty, but probably very unhealthy with regards to salt/msg levels."
Green China Grill,"Delicious food and simplicity at its best. We always get the beef noodle soup, egg tomato noodle, and the cold dish with potato cucumber and wood ear usually. I cannot emphasize how much we enjoy this place! Thank you for the amazing food."
Green China Grill,"Finally I found LAN ZHOU noodle soup . Their clear noodle soup was really delicious, the taste is just what in my memory . The environment was clean and the decorate is bright and comfort . The bowl is really big , you can share with families. Their grills look so good on the menus , I will come back soon ."
Green China Grill,Grew up in China - the skewers give me nostalgia and are super tasty! Strong cumin taste with some spice. The hand pulled noodles are nice and chewy. It's definitely a step above the norm. There's a window where you can look at the noodles being made :) The broth and meat are good too.Main issue is lack of meat in the noodles - they don't seem to let you pay extra for more meat? They recently increased the amount of meat in each bowl though.
Green China Grill,"We went to Lam Zhou in NYC Chinatown so we thought this is gonna be as good. Nope... Right now, they only serve sirloin noodles and brisket noodles. I agree with the other yelpers saying you can taste the MSG. The broth killed it for me. Service is not super good either. Too bad... My boyfriend and I were excited when we learned about this restaurant."
Green China Grill,"The important point I wanted to get across first is the beef noodle soup is absolutely delicious and the service is friendly; however, I must stress on the fact that the waitresses need to be more efficient and paid more attention on the patrons.Unlike the typical northern Chinese joint where the noodle is pre-packed and frozen, the noodle here is freshly made (like of reminded me of a pizzeria) which is something I appreciate, and ""al dente"" is how I would describe the firmness of the noodle. I don't know about you, but when I head out to eat I am expecting ""taste"" and not ""health"", so the soup and the beef definitely deliver!One note for people who is interested in visiting this new place is the parking sucks, so plan your visit wisely, but it's definitely worth a try in my opinion."
Green China Grill,"I came here opening day and ordered the noodle soup with braised beef.  Tongue burning salty is how I can describe the dish.  Three weeks later, tried it again, tongue numbingly salty.  Soo much msg.  The cashier asked me the first time, how was it, I told her, very very very salty.  I guess they fixed it to only very very salty. Also, they did not have everything available on their menu.  Common, its 3 weeks in now.  The broth is tasty, but probably very unhealthy with regards to salt/msg levels."
Green China Grill,"For their grand opening being a week ago and they only had two items on the menu, they were alright. the noodles were freshly made and had a perfect softness."
Green China Grill,"Finally I found LAN ZHOU noodle soup . Their clear noodle soup was really delicious, the taste is just what in my memory . The environment was clean and the decorate is bright and comfort . The bowl is really big , you can share with families. Their grills look so good on the menus , I will come back soon ."
Green China Grill,I believe they just opened and it shows. A wait with a list but people aren't using it and seating themselves.  It's 6 and only 2 items on the menu available both noodle dishes and kitchen can't even handle it    It's over 30 minutes and other people behind us getting food so they blew that too. Sirloin noodle isn't sirloin  and broth is watery with no flavor and beef tough.   I hope they can get their act together because at this level of service and food they won't last long.
Green China Grill,Be warned if you are sensitive to MSG. Menu items are limited as of now. Service is good and attentive.
Green China Grill,"Very friendly and informative staff.  They only had the beef noodle soup and the clear noodle soup. Clear soup was very tasty, wished they put more then one slice of Daikon in it though :-(.  The beef noodle soup did not have as much spices as the clear soup, but was still delicious.They have improved since grand opening back in Dec. 2015!  Still love their spinach green Noodle and the spicy beef Noodle soup.  Will add pan fried Chinese bread and lamb skewers as our regular"
Green China Grill,True Lanzhou flavor! The Qingtang one is the authentic one. And have the choice of different noodles
Green China Grill,"The food is okay. A lot of MSG in the food, but still edible. However, I think they require a lot of help with organization/expediting. With the whole restaurant seated, they couldn't put out food. It took almost 1 hour to get all of our food; it took 40 minutes to get the first bowl of soup. We ordered 2 soup noodles and the vegetable fried noodle."
Sizzling Pot King,As an SD native I've had my fair share of rolled tacos but these were amazing. They were so crunchy and the red and green salsas were SO GOOD. Bookmarking this place so I can come back when I'm in the area!
Sizzling Pot King,"These guys deserve so much more love than they are getting...and I'm about to give it!!Las Morelianas is within walking distance of the beach in the LaJolla area.  I know because I just walked it to find lunch one day to bring back to the beach!  It is all uphill from the beach, and perhaps 7/10's of a mile uphill, but well worth the lunch excursion!Simply put, their Asada Fries might be the best I've ever had!  The fact that they get the fries crispy, and to stay crispy for the 20 minute walk back to the beach is incredible!  The steak was just the icing on the fries with It's slightly charred seasoned self!  The tacos were bomb too, however, I'd not recommend the carnitas tacos as they were a little too fatty!If you want the real deal for a taqueria kinda experience, and a great grab n go for the beach, then Las Morelianas is the place!!"
Sizzling Pot King,.love this place!  The ceviche was awesome!  Chips were crispy and thin just the way I like it.  Tasty Salsa were kept cold and covered (self served).  The staff was very accommodating and friendly.  Will be back for more items on the menu.
Sizzling Pot King,"I do recommend this place, the food is really good, great customer service the most popular here is the carnitas tacos but we decided to try a salmon plate and we make a great choice this is amazing."
Sizzling Pot King,"Sad to say but food is DREADFUL, terrible, tasteless and salsas are HORRIBLE. Do not eat here please. If you must, BLESS your food but try your best NOT to eat here. Bathroom is disgusting...eating area is filthy. DO NOT EAT HERE!!! Save your health and money."
Sizzling Pot King,"Stopped by this place as we were in the area on a Saturday afternoon. There were no fries and no asada. When we walked in we figured it was seat ourselves since there was no one behind the counter. There were like 2 other tables of people eating already. A big eyebrow girl came out from the kitchen and started eating chips and salsa with what looked like her friend. She said hi to us and said the menus were on the other side of her counter. I got up to get the menus for us. Great first impression on top of them not having several essentials. We grabbed our own drinks from the little side fridge. The food was alright but nothing to write home about. We got carnitas tacos, adobado tacos and carnitas burritos. We used the unisex potty before we left to the nearby beach. The door was broken and offset from the frame so couldn't close it to lock it. Pity we found the one place in La Joya that sucked."
Sizzling Pot King,"I had a good Carnitas Burrito from this Mexican Eatery. It was a rather larger burrito and came with a lot of carnitas and a good amount of fresh guacamole, but I did feel they need work on a few improvements with the carnitas.Like I said, the burrito came generously filled with all the ingredients. The carnitas were tasty and tender, but they needed to be better reheated for the burrito. They were warm to room temp in the burrito. I suggest they put the carnitas in a hot pan or griddle to get them at maximum temp and build up those crispy edges. They should be piping hot in that burrito. The guacamole was good, but could of used some seasoning. The burrito could of used more pico de gallo. It was quite limited in the burrito. The flour tortilla was of very good quality and tasty. I was not a huge fan of the hot sauces. I felt they needed a more developed flavors. The staff was friendly enough."
Sizzling Pot King,This place is located right on the corner of La Jolla Blvd and Pearl.  The line is nowhere near as long as The Taco Stand.The Carnitas Burrito is awesome here. Highly reccomend!!!
Sizzling Pot King,This place is absolutely delicious!! The mixed carnitas is where it's at!! The flavor is authentic and every time I've come here the staff has been absolutely amazing!
Sizzling Pot King,"Super friendly and accommodating staff. Authentic vibes and menu, with amazing food and salsa."
Sizzling Pot King,As an SD native I've had my fair share of rolled tacos but these were amazing. They were so crunchy and the red and green salsas were SO GOOD. Bookmarking this place so I can come back when I'm in the area!
Sizzling Pot King,"These guys deserve so much more love than they are getting...and I'm about to give it!!Las Morelianas is within walking distance of the beach in the LaJolla area.  I know because I just walked it to find lunch one day to bring back to the beach!  It is all uphill from the beach, and perhaps 7/10's of a mile uphill, but well worth the lunch excursion!Simply put, their Asada Fries might be the best I've ever had!  The fact that they get the fries crispy, and to stay crispy for the 20 minute walk back to the beach is incredible!  The steak was just the icing on the fries with It's slightly charred seasoned self!  The tacos were bomb too, however, I'd not recommend the carnitas tacos as they were a little too fatty!If you want the real deal for a taqueria kinda experience, and a great grab n go for the beach, then Las Morelianas is the place!!"
Sizzling Pot King,.love this place!  The ceviche was awesome!  Chips were crispy and thin just the way I like it.  Tasty Salsa were kept cold and covered (self served).  The staff was very accommodating and friendly.  Will be back for more items on the menu.
Sizzling Pot King,"I do recommend this place, the food is really good, great customer service the most popular here is the carnitas tacos but we decided to try a salmon plate and we make a great choice this is amazing."
Sizzling Pot King,"Sad to say but food is DREADFUL, terrible, tasteless and salsas are HORRIBLE. Do not eat here please. If you must, BLESS your food but try your best NOT to eat here. Bathroom is disgusting...eating area is filthy. DO NOT EAT HERE!!! Save your health and money."
Sizzling Pot King,"Stopped by this place as we were in the area on a Saturday afternoon. There were no fries and no asada. When we walked in we figured it was seat ourselves since there was no one behind the counter. There were like 2 other tables of people eating already. A big eyebrow girl came out from the kitchen and started eating chips and salsa with what looked like her friend. She said hi to us and said the menus were on the other side of her counter. I got up to get the menus for us. Great first impression on top of them not having several essentials. We grabbed our own drinks from the little side fridge. The food was alright but nothing to write home about. We got carnitas tacos, adobado tacos and carnitas burritos. We used the unisex potty before we left to the nearby beach. The door was broken and offset from the frame so couldn't close it to lock it. Pity we found the one place in La Joya that sucked."
Sizzling Pot King,"I had a good Carnitas Burrito from this Mexican Eatery. It was a rather larger burrito and came with a lot of carnitas and a good amount of fresh guacamole, but I did feel they need work on a few improvements with the carnitas.Like I said, the burrito came generously filled with all the ingredients. The carnitas were tasty and tender, but they needed to be better reheated for the burrito. They were warm to room temp in the burrito. I suggest they put the carnitas in a hot pan or griddle to get them at maximum temp and build up those crispy edges. They should be piping hot in that burrito. The guacamole was good, but could of used some seasoning. The burrito could of used more pico de gallo. It was quite limited in the burrito. The flour tortilla was of very good quality and tasty. I was not a huge fan of the hot sauces. I felt they needed a more developed flavors. The staff was friendly enough."
Sizzling Pot King,This place is located right on the corner of La Jolla Blvd and Pearl.  The line is nowhere near as long as The Taco Stand.The Carnitas Burrito is awesome here. Highly reccomend!!!
Sizzling Pot King,This place is absolutely delicious!! The mixed carnitas is where it's at!! The flavor is authentic and every time I've come here the staff has been absolutely amazing!
Sizzling Pot King,"Super friendly and accommodating staff. Authentic vibes and menu, with amazing food and salsa."
Sizzling Pot King,"Food is OK I guess, if you're really really hungry.  This definitely isn't the type of place you'd make your go to spot though.  Houses in this neighborhood sell for north of $10 million so I would hope they have a better taco spot close by.  They were also out of carne asada.  Gotta be tough to run a taco shop when you don't even have the standards.  Probably wouldn't return."
Sizzling Pot King,This place is the bomb! No line and the food came out quick. Satisfied our hunger and provided us with happiness. We had the California burritos and carne asada tacos. The salsa was great! Definitely recommend.
Sizzling Pot King,"The food was absolutely dry, the chicken had no flavor. I order a burrito and it was so hard and cold, as if it had been laying out for a the past day or two. My other 3 friends absolutely also hated what they ordered. No one finished their food. I gave mine to some homeless person. I would NEVER come back, because I had an upset stomach after their food.With that being said, the service was good and the very polite."
Sizzling Pot King,"I came to this recently opened taco shop in the village of La Jolla, where Ohana Cafe used to be, on two separate visits. The first occasion was before the stay in place restrictions were in effect, and the second time was afterward for take-out. They have sister locations in Normal Heights and in the South Bay. As far as I am aware, this is the only spot north of I-8 in central SD that sells Michoacan-style carnitas by the pound ($15.99).That was what I ordered to-go most recently. The price included Mexican rice, pinto beans, ten corn tortillas, cilantro, onions, and salsa. The pound was a mixture of maciza (white meat), cueritos (skin), buche (stomach), and costillas (rib meat). The meat was so moist and well-seasoned. I had to split the portion into two separate servings, but the next day meal was still just as good after I had re-heated the meat.At my initial dine-in, I picked three of the seafood tacos at $3.99 each... gobernador, marlin, and spicy pulpo (octopus). The gobernador was made up of grilled shrimp, melted cheese, tomatoes, peppers, and onions. It was my favorite of the trio, although the marlin was a close second. The size of these tacos was excellent for the price. I rinsed down the tacos with a cup of the pepino flavored agua fresca which was a cucumber limeade.If I am on Pearl St, then I will pick Las Morelianas over the competitors down the block. There are no long lines here with more indoor seating. The menu is much more expansive with equally good if not better pricing for the quantity of food. The carnitas sold by the pound was what led me to give them the extra star in my rating.PS: They also sell chicharrones (crispy, deep-fried pork rinds) by the pound too!"
Sizzling Pot King,I was lost...but found a delightful little Mexican restaurant.  Very authentic in flavors and the service was superb.  Definitely satisfied my fill for Mexican food.
Sizzling Pot King,Wow flavor delicious loved it ...And hubby is picky..Has aloe of flavor and is delicious will come back
Sizzling Pot King,"We ordered Las Morelianas to go for lunch and it was delicious! I ordered the shrimp enchiladas with the green sauce; my husband ordered the rolled tacos; my daughter the breakfast burrito and my son the chicken nuggets with fries. We also ordered churros as well. My shrimp enchiladas were great! The shrimp were so big and juicy! My husband loved the rolled tacos and all of the toppings that came with (normally he's a pretty plain eater, but he dived right into these rolled tacos and was surprised how much he liked it all together. The burrito was huge and we were able to save some for a snack for later."
Sizzling Pot King,This is spot you must come to if your craving a beer n some fresh fish!!I got a huge michelada with a modelo and some fish and shrimp ceviche!Definitely will be here again :)
Sizzling Pot King,"Really solid Mexican food ... Not greasy at all, but still bad enough for you to be delicious :-) I've had their carnitas plate and their chicken rolled tacos, both really tasty though slightly on the dry side. Prices are incredible for what you get - the portions are large and packed with your choice of protein."
Sizzling Pot King,"Fantastic food, service, and seating at this cool spot in La Jolla. There are some really good hipster taco spots nearby, but sometimes you want to enjoy a good meal and NOT have to wait in line for an hour. We tried the fish tacos, octopus tacos, marlin quesadilla, and all the salsas. Top notch service, some really interesting menu items, and COVID-safe seating options. We are going to be back soon!"
Sizzling Pot King,I ordered carnitas burito.Taste - 5 star.Service - 5 star.Red sauce was spoiled but I reported it so they can take it off the shelf and replace with new. The guy apologized. All good.I would have given 5 star if the red sauce wasn't spoiled.
Sizzling Pot King,Tasty tacos. The asada tacos come w/ guac which I was happy about since $3.50 feels expensive for a taco. They also gave me lots of extra limes when I asked. Thank you!
Sizzling Pot King,What a great carnitas burrito.  Stoped here cause we were in La Jolla looking around and this place was not in the crush of people.  What a pleasant surprise.  5 stars all the way.
Sizzling Pot King,If you are coming here thinking you're going to get the same food quality as the location on imperial ave don't even waste your time the food is disgusting I was excited when I drove by to get  some real Mexican food in the area. I ordered the fish soup and while I waited for my food to be ready I can hear a microwave go on in the kitchen it's obvious they microwaved the soup. The container it came in was hot but the fish was cold ... don't come here drive a extra 20 minutes down to imperial ave for some real food. Keep in mind before ordering I asked the kind gentleman in the front if it was the same as the one on imperial he very proudly confirmed it was!
Sizzling Pot King,Omg this place is delicious!! The agua chili is the bomb ! And the carnitas are tasty and delicious... I love it ! Big portions and not That expensive. I would have posted pictures of the big portions but I dug in fast haha!
Sizzling Pot King,Good food. Try the carnitas & ask to add guacamole. Fresh tortillas. Chipotle cream sauce. Tacos all come with hot carrots. Solid prices. No taco stand line. They have outdoor seating. Using a card will cost you .50.
Sizzling Pot King,"So I ordered the breakfast burrito with chorizo, ham, and bacon... unfortunately thats not what I received. My first bite didn't include bacon, ham, or chorizo, instead my taste buds were met with a piece of HOT DOG. I was absolutely repulsed, disgusted to say the least. Did they think I wouldn't notice that the ""ham"" was actually a chopped up hot dog? Or is that their version of ham? I've had MANY breakfast burritos in my day and NEVER have I ever had one with hot dog."
Sizzling Pot King,We gone a beef burrito and there were about 20 pieces of bones cut up inside the burrito.  I almost vomitted.
Sizzling Pot King,Got the Regio Taco and it was delicious! Can't wait to return to try their ceviche. Thank you! Btw the mild salsa was perfect
Sizzling Pot King,"So I consulted with yelp on my first night in La Jolla, walked down to The Taco Stand, saw the line down the block, and immediately turned around and went back to Los Morelianas, where I'd passed by moments before. Glad I made that decision- I had a REALLY delicious Mar y Tierra California burrito. Like INCREDIBLE. Huge shrimp that were super fresh (even at the end of the night). Tender carne asada, and everything was in perfect proportions. Don't pass up this gem!! Also even though I don't eat pork I snapped a pic of their pork ...display... to send to a friend. He confirms it looks amazing."
Sizzling Pot King,Ok first time here. We got a bean & cheese and a chicken burrito. The chicken was good and the salsa orange/red was tasty. The bean& cheese literally tasted like bacon not at all to our liking also found a piece of hot dog in the burrito. I'm not interested in returning. If you're a pork lover this place would be good for you.
Sizzling Pot King,Grabbed a chicken taco here and it was unbeatable I would even go as far to say that it's better than The Taco Stand. It was delicious. Their sauces are so tasty and I will definitely be back. I'm so glad this place is close to me! Thank you!
Sizzling Pot King,"Thank you, we will see you soon"
Sizzling Pot King,Amazing lowkey spot to visit. Their ceviche is so good and aguachiles is wowowwww (but spicy so be warned if you don't like spice). Aguas frescas are made fresh too so that's a plus! Best Mexican food I have seen in this area!
Sizzling Pot King,"Excellent mexican food, generous portions.  I would get the California burrito and switch the carnitas with pulled pork.  Would definitely come here again.  Not sure if its authentic but its definitely good hangover food. Just Re posting this on yelp so I can find it faster later"
Sizzling Pot King,"Came to grab a burrito last week and here again today before I hit the beach. Food is authentic as it comes and great prices all around. Why wait at the taco stand for average Mexican food at best when you can come to this place and grab an awesome carnitas burrito for $5 on a Tuesday. People are super friendly and the place is kept nice and clean. Great carnitas, awesome guacamole, best salsas highly recommend this place! Thank you for the great hospitality"
Sizzling Pot King,"The staff was friendly and green salsa is really good so they go from a 2.5 to a 3.  We called in our order to go yesterday afternoon, a California burrito, a bean and cheese burrito and a carne asada quesadilla. Cali burrito was ok.  The meat has good flavor, but was really salty.  Overall an ok burrito.  The bean and cheese burrito was horrible. The beans were so salty they were inedible. We ended scraping off the beans and just eating the tortilla.  They also use black beans instead of refried pinto beans.  The carne asada quesadilla was ok, but again the meat was super salty.  There wasn't enough cheese so when we picked up a piece the meat would fall out.  They also cooked the guacamole inside the quesadilla which is a little strange.  With a tip ended up spending $25.  We really wanted to like this place, but I probably won't return."
Sizzling Pot King,"Discovered this place based while waiting at a nearby taco shop. We ordered the shrimp burrito and the shrimp ceviche. I can't describe to you how delicious this food was. The burrito contained medium to large shrimp that was absolutely fresh and we modified it by putting cabbage and chipotle sauce in it...muy bueno!Ceviche was made fresh to order. Do yourself a favor and order from this place next time you're in this area, you won't be disappointed!"
Sizzling Pot King,"I know it sounds crazy but with the addition of Las Morelianas, Pearl has become one of the best streets for Mexican food in San Diego.  The carnitas here are really the main attraction, and there are 5+ varieties with different ratios of meat to fat and different flavors. Get the full pound meal, mix and match a few styles, and you'll easily feed two adults for under $20. The tortillas that come with the meal are also freshly made and outstanding. For carne asada or pollo asado I'd stick with Don Carlos up the block, and of course Taco Stand for tacos (call ahead to skip the line), but if you like pork this is the place.[The menu is heavy on seafood and it looks great including fresh oysters, but I'll wait to try those to comment.]"
Sizzling Pot King,"Sooo nasty got sick  come on its carnitas (fried pork) again (fried pork) thats what carnitas means... not boiled pork meat!!!!! Salsas where nasty  ... i end up trashing more than half of food , lots of flies an lazy ass workers dont  care to keep tables or place clean not recomended / lugar sucio no son carnitas es carne de puerko (cocida ) eso no es carnitas... sucio y me hizo daño o"
Sizzling Pot King,I just had the best carnitas tacos I have ever had. I have travelled throughout Mexico and Central America many times. No on has beat this place. A must try guys.
Sizzling Pot King,"so good. adobada burrito with sour cream or mar y tierra fries, extra crispy. Eat here like 2x a week at least and it hits the spot every time."
Sizzling Pot King,We gone a beef burrito and there were about 20 pieces of bones cut up inside the burrito.  I almost vomitted.
Sizzling Pot King,"Best red sauce you've ever had. I order it in the large drinking cups. Chicken burrito is awesome and better than the one at the always packed ""taco shop""."
Sizzling Pot King,Stopped by here last night and the carnitas were DELICIOUS! Not to mention the gentleman behind the counter provided great service. Will be coming back!!
Sizzling Pot King,Good food. Try the carnitas & ask to add guacamole. Fresh tortillas. Chipotle cream sauce. Tacos all come with hot carrots. Solid prices. No taco stand line. They have outdoor seating. Using a card will cost you .50.
Sizzling Pot King,Really fantastic surf and turf burritos!!! Smothered in a gooey cheese sauce and really flavorful steak and shrimp. Wow. Just really impressed.
Sizzling Pot King,"Went to check the line at taco stand and thing was basically to yoga fuzn so i naturally parked at mitches and got depressed for a minute...considered going for a little sirloin wrap and maybe a little baba ganoush over at market place but was really spracked on some al pastor!! Need that spicy pig man gotta have it!! Anyway, flipped a left over that double yellow and charged down to las morelianas to see if the al pastors were breaking down there...dude at the counter said ""no man we dont have Al Pastor""....que the voices...the onslaught of my predicament staring into the deep dark abyss of my soul i told him ""ahhh man im really spracked on that Al Pastor man im on a mission"" to which he replied ""we have the adobada"" i sighed said shit or somethin like that and then he broke into his pitch, assuring me that adobada was the same thing just not cooked on the spike...he sorta hard sold me on it, i felt a little weird but just codependently said ""ill have one of those, an adobada burritto sir, thanks!"" Any way long story short got home to my thrown, un wrapped my non spike cooked pig baby, poured some green sauce on that baby (which already had my attention just based on its looks it was beautiful it was beautiful) and took a bite. SLAPAPP!!! Thing is AMAZING!. Mind blowingly good, totally the same stuff man that spicy pig that spicy pig...gunna go back fur shur, order another with double meat...no ine was there either, just me and my jarritos, no line, nada. Bless their hearts they saved my mission i was victorious."
Sizzling Pot King,"Sadly this was no good at all. Not authentic Mexican food at all. Ordered the carne asada burrito, the menudo, the two asada tacos with rice and beans, also orders the California burrito. The California burrito was the worst. Honestly didn't taste like a California burrito and was very greasy. The menudo was ok. The asada  meat itself was bland and didn't have flavor at all. Price was average but you better off have Mexican food from Tacos gavilan or Albertos Mexican food. This small place was a disappointment especially since I read the reviews before eating here. Just giving honest opinion. I honestly don't recommend you coming here."
Sizzling Pot King,"Happened to be in the area and saw the banner saying $4.99 Tuesday special burritos-carnitas, chicken or fish.  Ordered the carnitas and it tasted great. The tortilla had a bit of a crunch to it as I think it was on the grill.  I loved it.  I would eat here again especially on a Tuesday!"
Sizzling Pot King,This was the worst I've ever had. Carnitas burrito was filled with chunks and chunks of fat and overall left a disgusting taste in my mouth. I took 2 bites and threw the rest away.
Sizzling Pot King,"This place is AMAZING! My favorite is the carnitas tacos. It's unlike any other place in town, you just have to try it.  Also good prices and quick and friendly service. I recommend it to my friends all the time."
Sizzling Pot King,They make the best carnitas I've ever had.  Definitely get the carnitas tacos and a side of chicharrones.  Jim was working the counter when I went there and he was incredibly nice and helpful.  Will come back for more pork!
Sizzling Pot King,Truly best tacos and burritos we've ever had!!!!! Highly recommend the crispy tacos. Great customer service as well!!!
Sizzling Pot King,Great place. Shrimp tacos were bomb. I definitely recommend this place. Couldn't of been more satisfied.
Sizzling Pot King,This was the worst I've ever had. Carnitas burrito was filled with chunks and chunks of fat and overall left a disgusting taste in my mouth. I took 2 bites and threw the rest away.
Sizzling Pot King,Authentic carnitas and great ceviche. This place is best in La Jolla right now! Not your standard taco shop.
